,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,readcount,sigungucode,tel,title,mlevel,zipcode
6041,전라남도 완도군 소안면 소안로 1107,(소안면) 부근,38,A01,A0102,A01020100,799706,12,20090908131623,http://tong.visitkorea.or.kr/cms/resource/35/786435_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/786435_image3_1.jpg,126.6370286971,34.1526651600,20191209171906,21858,18,,완도 맹선리 상록수림,6.0,59166
6042,전라남도 완도군 고금면 세동84번길 86-31,,38,A02,A0201,A02010700,126421,12,20030122000000,,,126.8598255042,34.4004466868,20190701174055,19610,18,,완도 묘당도 이충무공 유적,6.0,59132
6043,전라남도 완도군 소안면,미라리 472,38,A01,A0102,A01020100,799750,12,20090908133637,http://tong.visitkorea.or.kr/cms/resource/51/786551_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/786551_image3_1.jpg,126.6506663190,34.1557872560,20191209171843,22190,18,,완도 미라리 상록수림,6.0,59166
6044,전라남도 완도군 신지면 신지로582번길 84,(신지면),38,A02,A0203,A02030100,1935353,12,20140717102120,,,126.8303159693,34.3268322090,20190624102543,5248,18,,완도 울모래마을,6.0,59146
6045,전라남도 완도군 완도읍 구계등길 47-1,,38,A01,A0101,A01011200,147777,12,20031107000000,http://tong.visitkorea.or.kr/cms/resource/53/221053_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/221053_image3_1.jpg,126.7056997968,34.2980083817,20180727142534,33718,18,,완도 정도리 구계등,6.0,59110
6046,전라남도 완도군 완도읍 청해진로 1380-138,(장보고공원),38,A02,A0201,A02010700,147768,12,20030122000000,http://tong.visitkorea.or.kr/cms/resource/57/221057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/221057_image3_1.jpg,126.7370344600,34.3600075187,20190610151322,35789,18,,완도 청해진 유적,6.0,59104
6047,전라남도 완도군 완도읍 청해진서로 1161-8,(완도읍),38,A02,A0203,A02030400,2037306,12,20151030133426,http://tong.visitkorea.or.kr/cms/resource/88/2037288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2037288_image2_1.jpg,126.6704022883,34.3233133069,20191119174212,4669,18,,완도 청해포구촬영장,6.0,59107
6048,전남 완도군,,38,B03,B0305,,126306,12,20031107000000,http://tong.visitkorea.or.kr/cms/resource/84/178084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/178084_image2_1.jpg,126.7550868262,34.3110105167,20190702110651,39231,18,,완도군,,537-800
6049,전라남도 완도군 청산면,일대,38,A01,A0101,A01011300,126970,12,20030122000000,http://tong.visitkorea.or.kr/cms/resource/42/1784242_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1784242_image3_1.jpg,126.8588031037,34.1796935526,20190627155832,171337,18,,완도군 청산도 [슬로시티],6.0,59151
6050,전라남도 완도군 완도읍 장보고대로 332,,38,A01,A0101,A01010400,2518800,12,20171201154530,,,126.7614083967,34.3151129394,20171201154530,636,18,061-552-2622,완도모노레일,,59126
6051,전라남도 완도군 군외면 초평1길 156,,38,A01,A0101,A01010700,127498,12,20040224000000,http://tong.visitkorea.or.kr/cms/resource/86/214386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/214386_image3_1.jpg,126.6635492222,34.3606534621,20181102102308,42258,18,,완도수목원,6.0,59105
6052,전라남도 완도군 완도읍 장보고대로 330,,38,A02,A0205,A02050200,632089,12,20081006152439,http://tong.visitkorea.or.kr/cms/resource/56/868956_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/868956_image3_1.jpg,126.7662914168,34.3103218886,20190701174651,39952,18,,완도타워,6.0,59126
6053,전라남도 완도군 완도읍 죽청길 94-73,(완도읍),38,A02,A0201,A02010700,1954957,12,20141010093622,,,126.7278717124,34.3458867247,20190221132224,2453,18,,완도향교,6.0,59108
6054,전라북도 전주시 완산구 매곡로 35-27,(동완산동),37,A02,A0202,A02020700,126627,12,20031029000000,http://tong.visitkorea.or.kr/cms/resource/27/2490827_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2490827_image3_1.jpg,127.1424042181,35.8040348058,20190930133706,27645,12,,완산칠봉(완산공원),6.0,55097
6055,전라북도 완주군 고산면 대아저수로 416,,37,A02,A0203,A02030400,2606205,12,20190612153241,http://tong.visitkorea.or.kr/cms/resource/40/2608640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2608640_image2_1.jpg,127.2613582073,35.9888380620,20190716164006,0,8,,완주 고산 놀토피아,6.0,55310
6056,전라북도 완주군 소양면,,37,A02,A0204,A02040800,2469085,12,20161222135133,,,127.2849686366,35.8299176763,20190429104104,2385,8,,완주 대승한지마을,6.0,55346
6057,전라북도 완주군 용진읍 두억길 13-12,,37,A02,A0203,A02030200,1996240,12,20150409151657,,,127.1913085762,35.8955891266,20191121134653,3990,8,,완주 두억마을 [농촌체험휴양마을],6.0,55349
6058,전라북도 완주군 삼례읍 삼례역로 81-13,,37,A02,A0204,A02040800,2469088,12,20161222135751,,,127.0662527712,35.9062357414,20190809164407,12036,8,,완주 삼례문화예술촌,6.0,55343
6059,전라북도 완주군 구이면 장파길 72,(구이면),37,A02,A0203,A02030100,1977631,12,20141218102138,http://tong.visitkorea.or.kr/cms/resource/17/1976417_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1976417_image2_1.jpg,127.0998330498,35.6955908410,20191121154029,10763,8,,완주 안덕마을,6.0,55363
6060,전라북도 완주군 소양면 인덕길 245-17,,37,A02,A0203,A02030100,2580713,12,20181220094346,http://tong.visitkorea.or.kr/cms/resource/08/2580708_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/08/2580708_image2_1.bmp,127.2337940910,35.8800638561,20190923104000,160,8,,완주 인덕마을[농촌체험휴양마을],6.0,55355
6061,전라북도 완주군 상관면 죽림리,,37,A01,A0101,A01010400,2522011,12,20171213155709,http://tong.visitkorea.or.kr/cms/resource/33/1814633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1814633_image3_1.jpg,127.2212987466,35.7449873323,20171213155709,963,8,완주 문화관광 063-290-2114,완주상관편백숲,,
6062,강원도 영월군 영월읍 동강로 426,,32,A01,A0101,A01010400,127301,12,20060509000000,http://tong.visitkorea.or.kr/cms/resource/13/1955713_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1955713_image3_1.jpg,128.5203280024,37.2122347987,20191122172157,24512,8,,완택산,6.0,26223
6063,전라북도 익산시 왕궁면 온천길 38,,37,A02,A0202,A02020300,126311,12,20031204000000,,,127.0579308235,35.9240946738,20181030110720,32787,9,,왕궁온천,6.0,54578
6064,충청남도 보령시 절길 44,(내항동),34,A02,A0201,A02010800,129603,12,20070713000000,http://tong.visitkorea.or.kr/cms/resource/79/217479_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/217479_image3_1.jpg,126.5593866563,36.3456545505,20191212171815,23709,5,,왕대사(보령),6.0,33492
6065,광주광역시 광산구 본량동서로 259,(왕동),5,A01,A0101,A01011700,1621014,12,20120502164128,http://tong.visitkorea.or.kr/cms/resource/87/1587387_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1587387_image3_1.jpg,126.7142160986,35.1950132321,20180731113221,16787,1,062-940-8225,왕동저수지,6.0,62205
6066,경기도 포천시 신북면 깊이울로 234-106,(일대),31,A01,A0101,A01010400,125460,12,20030725000000,http://tong.visitkorea.or.kr/cms/resource/50/1192850_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1192850_image3_1.jpg,127.1642551469,37.9162363387,20180703100736,40562,29,,왕방산,6.0,11136
6067,대전광역시 대덕구 미호동,,3,A01,A0101,A01011700,2610587,12,20190711144810,,,127.4669297000,36.4686007791,20190711144810,0,1,,왕버드나무군락지,6.0,34316
6068,경남 산청군 금서면 구형왕릉로,,36,A01,A0101,A01010400,127787,12,20031021000000,,,127.8284200816,35.4255758231,20191204163817,30808,9,,왕산·필봉산,6.0,666-832
6069,경기도 포천시 호병골길 193,(신읍동),31,A02,A0201,A02010800,337561,12,20071218164337,http://tong.visitkorea.or.kr/cms/resource/86/1193186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1193186_image3_1.jpg,127.1718993756,37.8995800876,20191001101427,19479,29,,왕산사(포천),6.0,11141
6070,인천광역시 중구 을왕동,,2,A01,A0101,A01011200,129256,12,20060926000000,http://tong.visitkorea.or.kr/cms/resource/97/1819197_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1819197_image3_1.jpg,126.3693185709,37.4565312636,20190607101612,92944,10,,왕산해수욕장,6.0,22383
6071,충청남도 부여군 양화면 오초로172번길 16-12,,34,A02,A0201,A02010700,1956382,12,20141015132048,,,126.8639978079,36.1489962036,20191126161645,1127,6,,왕의영당,6.0,33214
6072,제주특별자치도 서귀포시 안덕면 광평로,(안덕면),39,A01,A0101,A01010400,1925384,12,20140612141123,,,126.3746812901,33.3423454033,20180717100034,2114,3,064-760-2651,왕이메,6.0,63524
6073,전라남도 영암군 군서면 왕인로 440,,38,A02,A0201,A02010700,126413,12,20031107000000,http://tong.visitkorea.or.kr/cms/resource/11/1008111_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1008111_image3_1.jpg,126.6310731379,34.7554697471,20181127113358,48884,17,,왕인박사유적지,6.0,58434
6074,경상남도 남해군 설천면 설천로864번길 53,,36,A02,A0203,A02030100,1346850,12,20110801104105,,,127.9037817227,34.9392402233,20191212142902,45951,5,,왕지등대마을,6.0,52401
6075,경상북도 울진군 근남면 왕피천로 534-1,(근남면),35,A02,A0203,A02030500,126763,12,20030115000000,http://tong.visitkorea.or.kr/cms/resource/25/1979225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1979225_image3_1.jpg,129.3464377765,36.9286248814,20180706103907,31127,18,,왕피천 관광농원,6.0,36336
6076,경상북도 울진군 근남면 구산리,,35,A01,A0101,A01010500,2614535,12,20190807155433,http://tong.visitkorea.or.kr/cms/resource/30/2614530_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/30/2614530_image2_1.bmp,129.3825644920,36.9495509703,20190808105455,0,18,,왕피천 (경북 동해안 국가지질공원),6.0,36336
6077,경상북도 울진군 금강송면 왕피길,,35,A01,A0101,A01010900,1331230,12,20110714102335,http://tong.visitkorea.or.kr/cms/resource/88/1331188_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1331188_image3_1.jpg,129.2829161020,36.9132698470,20191212104645,49456,18,054-781-8897,왕피천계곡,6.0,36302
6078,경북 울진군 근남면 구산리,~서면 왕피리,35,A01,A0101,A01010500,1331178,12,20110714093450,http://tong.visitkorea.or.kr/cms/resource/67/2533967_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2533967_image2_1.jpg,129.3704377036,36.9524309597,20190816151831,50816,18,,왕피천생태탐방로,6.0,767-871
6079,경남 의령군 가례면,가례마을 뒷산,36,A01,A0101,A01010500,127395,12,20030702000000,,,128.2513576644,35.3296608416,20191205170954,23206,12,,왜가리 서식지(의령),6.0,636-820
6080,전북 임실군 임실읍 성가리,,37,A01,A0101,A01010500,1588449,12,20120402093922,,,127.2714395346,35.6080176404,20181210175346,16913,10,,왜가리서식지,,566-806
6081,충청남도 당진시 석문면 왜목길 26,(석문면),34,A01,A0101,A01011500,129064,12,20060623000000,http://tong.visitkorea.or.kr/cms/resource/30/1759330_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1759330_image3_1.jpg,126.5262988471,37.0437652132,20191217111844,53345,4,,왜목마을,6.0,31700
6082,충청남도 당진시 석문면 왜목길 26,(석문면),34,A01,A0101,A01011200,2022541,12,20150804162427,http://tong.visitkorea.or.kr/cms/resource/22/1759322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1759322_image3_1.jpg,126.5263321796,37.0437124419,20190613153842,9175,4,,왜목해수욕장,6.0,31700
6083,울산광역시 울주군 온양읍 외고산3길 36,,7,A02,A0204,A02040800,128208,12,20041014000000,http://tong.visitkorea.or.kr/cms/resource/63/2601663_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2601663_image3_1.jpg,129.2798871229,35.4328792170,20191211113613,35806,5,,외고산 옹기마을,6.0,44970
6084,전라남도 고흥군 고흥읍 우주로,(봉래면),38,A01,A0101,A01011300,579088,12,20080624152324,,,127.5077817336,34.4409641494,20191224110254,35932,2,,외나로도,6.0,59544
6085,전라남도 목포시 외달도길 72,(달동),38,A01,A0101,A01011300,128292,12,20050304000000,http://tong.visitkorea.or.kr/cms/resource/11/2497011_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/11/2497011_image2_1.jpeg,126.2963937134,34.7817112990,20190627154500,76156,8,,외달도,6.0,58761
6086,전라남도 목포시 외달도길 47-17,(달동),38,A01,A0101,A01011200,2388283,12,20160615093437,,,126.2941828235,34.7806419384,20180627131343,5321,8,,외달도 해수욕장,6.0,58761
6087,경상남도 거제시 일운면 구조라로 53,(일운면),36,A02,A0202,A02020800,2388644,12,20160616171403,http://tong.visitkorea.or.kr/cms/resource/17/2388717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2388717_image2_1.jpg,128.6951384345,34.8052970665,20191115104154,7289,1,,외도 구조라 유람선,6.0,53329
6088,경상남도 거제시 일운면 외도길 17,,36,A02,A0202,A02020600,126581,12,20031029000000,http://tong.visitkorea.or.kr/cms/resource/93/2612893_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2612893_image3_1.jpg,128.7113935264,34.7694763580,20190821102755,325217,1,,외도 보타니아,6.0,53329
6089,경상남도 거제시 일운면 와현해변길 46,,36,A02,A0202,A02020800,1555639,12,20120217143918,http://tong.visitkorea.or.kr/cms/resource/71/2599771_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/71/2599771_image2_1.bmp,128.7047596467,34.8118576186,20190429103551,43639,1,,외도와현유람선,6.0,53329
6090,경상남도 거제시 일운면 구조라로 53,,36,A02,A0202,A02020800,128937,12,20060424000000,,,128.6958272857,34.8044555063,20190308143159,37359,1,,외도해금강유람선,6.0,53329
6091,제주특별자치도 서귀포시 서흥동,,39,A01,A0102,A01020200,126470,12,20030619000000,http://tong.visitkorea.or.kr/cms/resource/91/2023691_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2023691_image3_1.jpg,126.5450466010,33.2390650558,20180521145253,74637,3,,외돌개(제주),6.0,63594
6092,전라남도 여수시 대경도4길 41-1,(경호동),38,A02,A0203,A02030100,1346799,12,20110801100609,,,127.7280222128,34.7179175218,20191212142951,48982,13,,외동어촌체험마을,6.0,59766
6093,강원도 영월군 김삿갓면 영월동로 2696,,32,A03,A0302,A03021700,2401148,12,20160816154415,,,128.6662650741,37.1137516755,20160912164056,668,8,033-378-5376,외룡캠핑장,6.0,26247
6094,충청남도 아산시 송악면 외암민속길9번길 13-2,,34,A02,A0201,A02010600,126001,12,20030909000000,http://tong.visitkorea.or.kr/cms/resource/60/2632960_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/60/2632960_image2_1.bmp,127.0144465112,36.7310403994,20191223180924,160389,9,,외암민속마을,6.0,31557
6095,부산광역시 강서구 대항동,,6,A02,A0201,A02010700,2605602,12,20190610112833,http://tong.visitkorea.or.kr/cms/resource/73/2603373_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2603373_image3_1.jpg,128.8251995524,35.0056381443,20190610112833,0,1,,외양포 포진지,6.0,46771
6096,충청남도 보령시 오천면 외연도1길 64,(외연도마을회관),34,A01,A0101,A01011300,125853,12,20031209000000,http://tong.visitkorea.or.kr/cms/resource/34/1385434_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1385434_image3_1.jpg,126.0803884162,36.2264434555,20180822133209,63658,5,,외연도,6.0,33411
6097,강원도 속초시 해오름로 77-16,,32,A01,A0101,A01011500,129031,12,20060621000000,http://tong.visitkorea.or.kr/cms/resource/64/217464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/217464_image3_1.jpg,128.6098515905,38.1796745561,20191115145351,24281,5,,외옹치마을,6.0,24900
6098,강원도 속초시 대포항길,(대포동) 일대,32,A01,A0101,A01011400,129598,12,20070713000000,http://tong.visitkorea.or.kr/cms/resource/64/217464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/217464_image3_1.jpg,128.6109265053,38.1792996211,20191115145227,36619,5,,외옹치항,6.0,24900
6099,강원도 속초시 해오름로 83,(대포동),32,A01,A0101,A01011200,1932003,12,20140704102736,http://tong.visitkorea.or.kr/cms/resource/74/2607574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2607574_image3_1.jpg,128.6075711642,38.1821714439,20190820101652,15273,5,,외옹치해변,6.0,24900
6100,경상남도 거제시 장목면 외포5길 60,,36,A02,A0203,A02030600,2611155,12,20190715170841,http://tong.visitkorea.or.kr/cms/resource/27/2369227_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2369227_image3_1.jpg,128.7177745646,34.9393713828,20190716101623,0,1,,외포리 대구탕거리,6.0,53202
6101,경상남도 거제시 장목면 외포5길 48,,36,A01,A0101,A01011400,2611161,12,20190715172737,http://tong.visitkorea.or.kr/cms/resource/32/2369232_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2369232_image3_1.jpg,128.7172218031,34.9405656837,20190715172825,0,1,,외포항,6.0,53202
6102,경상남도 사천시 곤양면 고동포로 289,,36,A02,A0203,A02030400,2389419,12,20160622154857,http://tong.visitkorea.or.kr/cms/resource/65/2389965_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2389965_image2_1.jpg,128.0132662572,35.0585398690,20191115104048,6190,8,,요라파목장 (구 가나안목장),6.0,52508
6103,강원도 영월군 무릉도원면 도원운학로 13-39,,32,A01,A0101,A01010500,2616104,12,20190820131332,,,128.2618959214,37.2973367787,20190821154110,0,8,,요선암 돌개구멍 (강원고생대 국가지질공원),6.0,26201
6104,강원도 영월군 수주면 도원운학로 13-39,,32,A02,A0201,A02010700,128752,12,20060124000000,http://tong.visitkorea.or.kr/cms/resource/16/2370016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2370016_image3_1.jpg,128.2602404865,37.2983033027,20190429101659,33313,8,,요선정·요선암,6.0,26201
6105,강원도 양양군 손양면 수산1길 20-24,,32,A03,A0303,A03030300,2400184,12,20160812131514,,,128.6748127931,38.0768933272,20191120141057,337,7,033-671-4152,요트마리나,6.0,25042
6106,경상남도 통영시 욕지면 욕지일주로 1148-115,(욕지면),36,A01,A0101,A01011300,127102,12,20040107000000,http://tong.visitkorea.or.kr/cms/resource/42/2363542_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2363542_image3_1.jpg,128.2491816276,34.6363413035,20190701181035,187430,17,,욕지도 (유동어촌체험마을),6.0,53100
